id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8,distance_pair9
57113b7f16c4b,22,Male,31,no,objTwoColors,#FF007F,3,208,119,3,Red      ,NA       ,0.97,0.28,0.15,0.06,0.11,0.04,0.18,0.2,0.36,0.2,0.2,0.74,0.73,0.56,0.73
57113b9642c48,21,Female,9,no,objTwoColors,#FF007F,266,0,510,5,Blue     ,Red      ,0.32,0.13,0.35,0.11,0.17,0.12,0.85,0.83,0.65,0.83,0.83,0.47,0.48,0.62,0.46
57113de4aed1a,21,Male,31,no,objTwoColors,#FF007F,5,312,160,4,Red      ,Pink     ,0.87,0.07,0.14,0.17,0.2,0.15,0.04,0.03,0.16,0.03,0.03,0.64,0.64,0.45,0.63
57113e3362c9f,24,Male,6,no,objTwoColors,#FF007F,12,56,356,2,Red      ,Green    ,0.55,0.17,0.09,0.14,0.19,0.17,0.36,0.35,0.27,0.35,0.35,0.33,0.32,0.16,0.32
57113e6176346,23,Female,30,no,objTwoColors,#FF007F,0,308,288,2,Red      ,Pink     ,0.88,0.03,0.14,0.17,0.2,0.15,0,0.02,0.19,0.02,0.02,0.66,0.65,0.47,0.65
571151812791a,20,Male,32,yes,objTwoColors,#FF007F,6,209,88,3,Red      ,NA       ,0.97,0.27,0.15,0.06,0.1,0.04,0.19,0.2,0.36,0.21,0.2,0.74,0.74,0.57,0.74
5711613cca97d,23,Female,2,no,objTwoColors,#FF007F,223,54,370,5,Blue     ,Green    ,0.05,0.37,0.3,0.02,0.03,0.04,0.87,0.86,0.77,0.86,0.86,0.23,0.24,0.4,0.23
5711641931da5,20,Female,32,no,objTwoColors,#FF007F,5,0,295,2,Red      ,Red      ,0.83,0.16,0.07,0.23,0.29,0.25,0.34,0.32,0.15,0.32,0.32,0.6,0.59,0.39,0.57
57116b9b879bf,20,Male,32,no,objTwoColors,#FF007F,304,320,8,4,Pink     ,Pink     ,0.5,0.14,0.13,0.13,0.17,0.13,0.43,0.43,0.43,0.43,0.43,0.31,0.32,0.48,0.32
57119224388ef,24,Male,31,no,objTwoColors,#FF007F,273,49,533,5,Blue     ,Green    ,0.11,0.09,0.33,0.02,0.08,0.03,0.81,0.81,0.7,0.81,0.81,0.21,0.22,0.37,0.21
5711ace2ee7ed,24,Male,32,no,objTwoColors,#FF007F,8,0,30,5,Red      ,Red      ,0.83,0.16,0.08,0.23,0.29,0.25,0.34,0.33,0.15,0.33,0.33,0.6,0.59,0.39,0.57
5711cbde51bb0,24,Male,31,no,objTwoColors,#FF007F,201,23,250,3,Navy-Blue,Orange   ,0.35,0.4,0.26,0.02,0.02,0.01,0.77,0.76,0.59,0.76,0.76,0.37,0.38,0.5,0.37
571214121717c,22,Male,32,no,objTwoColors,#FF007F,56,259,194,2,Green    ,Blue     ,1.01,0.06,0.28,0.02,0.05,0.04,0.48,0.49,0.65,0.49,0.49,0.83,0.83,0.76,0.83
5712197fbccd5,24,Female,32,no,objTwoColors,#FF007F,0,301,294,2,Red      ,Pink     ,0.91,0,0.15,0.16,0.19,0.13,0.03,0.05,0.23,0.05,0.05,0.69,0.68,0.5,0.67
57121e2a63601,21,Male,31,no,objTwoColors,#FF007F,353,23,279,1,Red      ,Orange   ,0.74,0.16,0.06,0.21,0.27,0.22,0.31,0.31,0.15,0.31,0.31,0.51,0.5,0.3,0.49
57122801e1da9,23,Male,17,no,objTwoColors,#FF007F,343,0,169,2,Red      ,Red      ,0.77,0.14,0.07,0.22,0.28,0.23,0.39,0.38,0.19,0.38,0.38,0.55,0.53,0.33,0.51
57123bec83e8e,21,Male,32,no,objTwoColors,#FF007F,189,358,281,3,Cyan     ,Red      ,0.5,0.33,0.29,0.03,0.05,0.03,0.75,0.75,0.56,0.75,0.75,0.46,0.45,0.56,0.44
57123e4050550,20,Female,40,no,objTwoColors,#FF007F,344,0,169,3,Red      ,Red      ,0.78,0.14,0.07,0.22,0.28,0.23,0.38,0.37,0.19,0.37,0.37,0.55,0.54,0.34,0.52
571243bcc8142,24,Male,12,no,objTwoColors,#FF007F,351,229,518,5,Red      ,Blue     ,1.04,0.25,0.14,0.09,0.2,0.12,0.24,0.26,0.42,0.26,0.26,0.82,0.81,0.63,0.81
571247f66fb51,27,Male,32,no,objTwoColors,#FF007F,269,351,649,3,Blue     ,Red      ,0.32,0.15,0.34,0.11,0.17,0.12,0.82,0.81,0.62,0.81,0.81,0.45,0.46,0.6,0.45
571260c120253,22,Male,32,no,objTwoColors,#FF007F,13,233,97,3,Red      ,Blue     ,1.05,0.19,0.17,0.08,0.17,0.11,0.26,0.27,0.43,0.28,0.27,0.83,0.82,0.65,0.82
57127bcfaafb0,22,Female,32,no,objTwoColors,#FF007F,5,59,246,3,Red      ,Green    ,0.55,0.17,0.07,0.14,0.19,0.17,0.35,0.34,0.27,0.34,0.34,0.32,0.32,0.17,0.33
